34,31,22,20,16,23,14,19
31,22,20,16,23,14,19,26
22,20,16,23,14,19,26,23
20,16,23,14,19,26,23,18
16,23,14,19,26,23,18,23
23,14,19,26,23,18,23,19
14,19,26,23,18,23,19,29
19,26,23,18,23,19,29,28
26,23,18,23,19,29,28,19
23,18,23,19,29,28,19,25
18,23,19,29,28,19,25,27
23,19,29,28,19,25,27,19
19,29,28,19,25,27,19,28
29,28,19,25,27,19,28,28
28,19,25,27,19,28,28,24
19,25,27,19,28,28,24,30
25,27,19,28,28,24,30,27
27,19,28,28,24,30,27,16
19,28,28,24,30,27,16,25
28,28,24,30,27,16,25,15
28,24,30,27,16,25,15,22
24,30,27,16,25,15,22,29
30,27,16,25,15,22,29,25
27,16,25,15,22,29,25,22
16,25,15,22,29,25,22,14
25,15,22,29,25,22,14,23
15,22,29,25,22,14,23,17
22,29,25,22,14,23,17,19
29,25,22,14,23,17,19,35
25,22,14,23,17,19,35,20
22,14,23,17,19,35,20,17
14,23,17,19,35,20,17,23
23,17,19,35,20,17,23,36
17,19,35,20,17,23,36,25
19,35,20,17,23,36,25,18
35,20,17,23,36,25,18,33
20,17,23,36,25,18,33,29
17,23,36,25,18,33,29,19
23,36,25,18,33,29,19,16
36,25,18,33,29,19,16,17
25,18,33,29,19,16,17,23
18,33,29,19,16,17,23,12
33,29,19,16,17,23,12,34
29,19,16,17,23,12,34,26
19,16,17,23,12,34,26,21
16,17,23,12,34,26,21,27
17,23,12,34,26,21,27,11
23,12,34,26,21,27,11,20
12,34,26,21,27,11,20,30
34,26,21,27,11,20,30,26
26,21,27,11,20,30,26,18
21,27,11,20,30,26,18,13
27,11,20,30,26,18,13,16
11,20,30,26,18,13,16,14
20,30,26,18,13,16,14,22
30,26,18,13,16,14,22,23
26,18,13,16,14,22,23,30
18,13,16,14,22,23,30,25
13,16,14,22,23,30,25,19
16,14,22,23,30,25,19,18
14,22,23,30,25,19,18,23
22,23,30,25,19,18,23,25
23,30,25,19,18,23,25,33
30,25,19,18,23,25,33,30
25,19,18,23,25,33,30,25
19,18,23,25,33,30,25,19
18,23,25,33,30,25,19,28
23,25,33,30,25,19,28,17
25,33,30,25,19,28,17,11
33,30,25,19,28,17,11,42
30,25,19,28,17,11,42,27
25,19,28,17,11,42,27,23
19,28,17,11,42,27,23,26
28,17,11,42,27,23,26,26
17,11,42,27,23,26,26,31
11,42,27,23,26,26,31,24
42,27,23,26,26,31,24,16
27,23,26,26,31,24,16,44
23,26,26,31,24,16,44,31
26,26,31,24,16,44,31,31
26,31,24,16,44,31,31,23
31,24,16,44,31,31,23,23
24,16,44,31,31,23,23,22
16,44,31,31,23,23,22,34
44,31,31,23,23,22,34,37
31,31,23,23,22,34,37,30
31,23,23,22,34,37,30,17
23,23,22,34,37,30,17,21
23,22,34,37,30,17,21,23
22,34,37,30,17,21,23,25
34,37,30,17,21,23,25,25
37,30,17,21,23,25,25,34
30,17,21,23,25,25,34,27
17,21,23,25,25,34,27,40
21,23,25,25,34,27,40,42
23,25,25,34,27,40,42,46
25,25,34,27,40,42,46,12
25,34,27,40,42,46,12,30
34,27,40,42,46,12,30,28
27,40,42,46,12,30,28,32
40,42,46,12,30,28,32,27
42,46,12,30,28,32,27,15
46,12,30,28,32,27,15,29
12,30,28,32,27,15,29,18
30,28,32,27,15,29,18,34
28,32,27,15,29,18,34,49
32,27,15,29,18,34,49,21
27,15,29,18,34,49,21,36
15,29,18,34,49,21,36,21
29,18,34,49,21,36,21,22
18,34,49,21,36,21,22,56
34,49,21,36,21,22,56,38
49,21,36,21,22,56,38,34
21,36,21,22,56,38,34,46
36,21,22,56,38,34,46,49
21,22,56,38,34,46,49,53
22,56,38,34,46,49,53,27
56,38,34,46,49,53,27,38

